province,sector_code,sector_name,basis,year,pdrb_sector
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2020,51548.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2021,55611.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2022,62299.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2023,69757.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2024,75318.0
Aceh,B,Pertambangan dan Penggalian,ADHB,2020,7410.0
Aceh,B,Pertambangan dan Penggalian,ADHB,2021,12305.0
Aceh,B,Pertambangan dan Penggalian,ADHB,2022,19124.0
Aceh,B,Pertambangan dan Penggalian,ADHB,2023,16950.0
Aceh,B,Pertambangan dan Penggalian,ADHB,2024,17147.0
Aceh,C,Industri Pengolahan,ADHB,2020,7593.0
Aceh,C,Industri Pengolahan,ADHB,2021,9314.0
Aceh,C,Industri Pengolahan,ADHB,2022,10875.0
Aceh,C,Industri Pengolahan,ADHB,2023,10982.0
Aceh,C,Industri Pengolahan,ADHB,2024,11463.0
Aceh,D,Pengadaan Listrik dan Gas,ADHB,2020,227.0
Aceh,D,Pengadaan Listrik dan Gas,ADHB,2021,228.0
Aceh,D,Pengadaan Listrik dan Gas,ADHB,2022,238.0
Aceh,D,Pengadaan Listrik dan Gas,ADHB,2023,261.0
Aceh,D,Pengadaan Listrik dan Gas,ADHB,2024,276.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2020,82.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2021,85.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2022,94.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2023,100.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2024,115.0
Aceh,F,Konstruksi,ADHB,2020,17757.0
Aceh,F,Konstruksi,ADHB,2021,18308.0
Aceh,F,Konstruksi,ADHB,2022,19054.0
Aceh,F,Konstruksi,ADHB,2023,20324.0
Aceh,F,Konstruksi,ADHB,2024,21393.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2020,24603.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2021,26461.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2022,29361.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2023,34429.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2024,36462.0
Aceh,H,Transportasi dan Pergudangan,ADHB,2020,7649.0
Aceh,H,Transportasi dan Pergudangan,ADHB,2021,9491.0
Aceh,H,Transportasi dan Pergudangan,ADHB,2022,11498.0
Aceh,H,Transportasi dan Pergudangan,ADHB,2023,14300.0
Aceh,H,Transportasi dan Pergudangan,ADHB,2024,16914.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2020,2647.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2021,2530.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2022,3575.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2023,4010.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2024,4173.0
Aceh,J,Informasi dan Komunikasi,ADHB,2020,5190.0
Aceh,J,Informasi dan Komunikasi,ADHB,2021,5567.0
Aceh,J,Informasi dan Komunikasi,ADHB,2022,6203.0
Aceh,J,Informasi dan Komunikasi,ADHB,2023,6594.0
Aceh,J,Informasi dan Komunikasi,ADHB,2024,6693.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHB,2020,3511.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHB,2021,3528.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHB,2022,3622.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHB,2023,3281.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHB,2024,4057.0
Aceh,L,Real Estate,ADHB,2020,7165.0
Aceh,L,Real Estate,ADHB,2021,7526.0
Aceh,L,Real Estate,ADHB,2022,8132.0
Aceh,L,Real Estate,ADHB,2023,8562.0
Aceh,L,Real Estate,ADHB,2024,8572.0
Aceh,"M,N",Jasa Perusahaan,ADHB,2020,1058.0
Aceh,"M,N",Jasa Perusahaan,ADHB,2021,1100.0
Aceh,"M,N",Jasa Perusahaan,ADHB,2022,1343.0
Aceh,"M,N",Jasa Perusahaan,ADHB,2023,1380.0
Aceh,"M,N",Jasa Perusahaan,ADHB,2024,1436.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2020,17076.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2021,19049.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2022,18755.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2023,19867.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2024,22088.0
Aceh,P,Jasa Pendidikan,ADHB,2020,5244.0
Aceh,P,Jasa Pendidikan,ADHB,2021,5508.0
Aceh,P,Jasa Pendidikan,ADHB,2022,5777.0
Aceh,P,Jasa Pendidikan,ADHB,2023,5948.0
Aceh,P,Jasa Pendidikan,ADHB,2024,6419.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2020,5136.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2021,5796.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2022,6801.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2023,6990.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2024,7301.0
Aceh,"R,S,T,U",Jasa lainnya,ADHB,2020,2474.0
Aceh,"R,S,T,U",Jasa lainnya,ADHB,2021,2575.0
Aceh,"R,S,T,U",Jasa lainnya,ADHB,2022,2949.0
Aceh,"R,S,T,U",Jasa lainnya,ADHB,2023,3284.0
Aceh,"R,S,T,U",Jasa lainnya,ADHB,2024,3376.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2020,37900.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2021,37768.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2022,39005.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2023,41626.0
Aceh,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2024,42121.0
Aceh,B,Pertambangan dan Penggalian,ADHK,2020,10485.0
Aceh,B,Pertambangan dan Penggalian,ADHK,2021,10408.0
Aceh,B,Pertambangan dan Penggalian,ADHK,2022,10855.0
Aceh,B,Pertambangan dan Penggalian,ADHK,2023,10331.0
Aceh,B,Pertambangan dan Penggalian,ADHK,2024,11483.0
Aceh,C,Industri Pengolahan,ADHK,2020,6059.0
Aceh,C,Industri Pengolahan,ADHK,2021,6212.0
Aceh,C,Industri Pengolahan,ADHK,2022,6472.0
Aceh,C,Industri Pengolahan,ADHK,2023,6371.0
Aceh,C,Industri Pengolahan,ADHK,2024,6559.0
Aceh,D,Pengadaan Listrik dan Gas,ADHK,2020,217.0
Aceh,D,Pengadaan Listrik dan Gas,ADHK,2021,217.0
Aceh,D,Pengadaan Listrik dan Gas,ADHK,2022,222.0
Aceh,D,Pengadaan Listrik dan Gas,ADHK,2023,238.0
Aceh,D,Pengadaan Listrik dan Gas,ADHK,2024,252.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2020,50.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2021,51.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2022,56.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2023,58.0
Aceh,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2024,60.0
Aceh,F,Konstruksi,ADHK,2020,13900.0
Aceh,F,Konstruksi,ADHK,2021,13837.0
Aceh,F,Konstruksi,ADHK,2022,13524.0
Aceh,F,Konstruksi,ADHK,2023,14020.0
Aceh,F,Konstruksi,ADHK,2024,14633.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2020,19238.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2021,20051.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2022,21327.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2023,23258.0
Aceh,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2024,23852.0
Aceh,H,Transportasi dan Pergudangan,ADHK,2020,7057.0
Aceh,H,Transportasi dan Pergudangan,ADHK,2021,8434.0
Aceh,H,Transportasi dan Pergudangan,ADHK,2022,9045.0
Aceh,H,Transportasi dan Pergudangan,ADHK,2023,9721.0
Aceh,H,Transportasi dan Pergudangan,ADHK,2024,11353.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2020,1649.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2021,1550.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2022,2052.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2023,2220.0
Aceh,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2024,2283.0
Aceh,J,Informasi dan Komunikasi,ADHK,2020,5187.0
Aceh,J,Informasi dan Komunikasi,ADHK,2021,5580.0
Aceh,J,Informasi dan Komunikasi,ADHK,2022,6208.0
Aceh,J,Informasi dan Komunikasi,ADHK,2023,6509.0
Aceh,J,Informasi dan Komunikasi,ADHK,2024,6630.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHK,2020,2356.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHK,2021,2236.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHK,2022,2104.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHK,2023,1874.0
Aceh,K,Jasa Keuangan dan Asuransi,ADHK,2024,2287.0
Aceh,L,Real Estate,ADHK,2020,5446.0
Aceh,L,Real Estate,ADHK,2021,5667.0
Aceh,L,Real Estate,ADHK,2022,5892.0
Aceh,L,Real Estate,ADHK,2023,6107.0
Aceh,L,Real Estate,ADHK,2024,6324.0
Aceh,"M,N",Jasa Perusahaan,ADHK,2020,841.0
Aceh,"M,N",Jasa Perusahaan,ADHK,2021,843.0
Aceh,"M,N",Jasa Perusahaan,ADHK,2022,940.0
Aceh,"M,N",Jasa Perusahaan,ADHK,2023,931.0
Aceh,"M,N",Jasa Perusahaan,ADHK,2024,971.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2020,11459.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2021,12190.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2022,12183.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2023,12407.0
Aceh,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2024,13335.0
Aceh,P,Jasa Pendidikan,ADHK,2020,3652.0
Aceh,P,Jasa Pendidikan,ADHK,2021,3696.0
Aceh,P,Jasa Pendidikan,ADHK,2022,3838.0
Aceh,P,Jasa Pendidikan,ADHK,2023,3908.0
Aceh,P,Jasa Pendidikan,ADHK,2024,4079.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2020,4170.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2021,4575.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2022,5024.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2023,5003.0
Aceh,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2024,5114.0
Aceh,"R,S,T,U",Jasa lainnya,ADHK,2020,1914.0
Aceh,"R,S,T,U",Jasa lainnya,ADHK,2021,1957.0
Aceh,"R,S,T,U",Jasa lainnya,ADHK,2022,2223.0
Aceh,"R,S,T,U",Jasa lainnya,ADHK,2023,2349.0
Aceh,"R,S,T,U",Jasa lainnya,ADHK,2024,2445.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2020,173075.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2021,189491.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2022,219416.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2023,247948.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2024,280263.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHB,2020,10373.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHB,2021,10710.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHB,2022,11585.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHB,2023,12280.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHB,2024,13308.0
Sumatera Utara,C,Industri Pengolahan,ADHB,2020,156504.0
Sumatera Utara,C,Industri Pengolahan,ADHB,2021,167949.0
Sumatera Utara,C,Industri Pengolahan,ADHB,2022,182736.0
Sumatera Utara,C,Industri Pengolahan,ADHB,2023,193743.0
Sumatera Utara,C,Industri Pengolahan,ADHB,2024,210615.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHB,2020,932.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHB,2021,987.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHB,2022,1061.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHB,2023,1098.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHB,2024,1125.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2020,831.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2021,871.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2022,898.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2023,935.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHB,2024,1002.0
Sumatera Utara,F,Konstruksi,ADHB,2020,110147.0
Sumatera Utara,F,Konstruksi,ADHB,2021,115754.0
Sumatera Utara,F,Konstruksi,ADHB,2022,126444.0
Sumatera Utara,F,Konstruksi,ADHB,2023,138781.0
Sumatera Utara,F,Konstruksi,ADHB,2024,148961.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2020,153226.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2021,162579.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2022,181414.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2023,200530.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHB,2024,215494.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHB,2020,36409.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHB,2021,35870.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHB,2022,43388.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHB,2023,53105.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHB,2024,57512.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2020,17692.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2021,17663.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2022,19506.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2023,22160.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHB,2024,25330.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHB,2020,18467.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHB,2021,20094.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHB,2022,22218.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHB,2023,24165.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHB,2024,26125.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHB,2020,23530.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHB,2021,25545.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHB,2022,28359.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHB,2023,30280.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHB,2024,31626.0
Sumatera Utara,L,Real Estate,ADHB,2020,42705.0
Sumatera Utara,L,Real Estate,ADHB,2021,43913.0
Sumatera Utara,L,Real Estate,ADHB,2022,46639.0
Sumatera Utara,L,Real Estate,ADHB,2023,48952.0
Sumatera Utara,L,Real Estate,ADHB,2024,52204.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHB,2020,8692.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHB,2021,8848.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHB,2022,10073.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHB,2023,11129.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHB,2024,11970.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2020,30147.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2021,30458.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2022,30243.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2023,31526.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHB,2024,34434.0
Sumatera Utara,P,Jasa Pendidikan,ADHB,2020,15490.0
Sumatera Utara,P,Jasa Pendidikan,ADHB,2021,16017.0
Sumatera Utara,P,Jasa Pendidikan,ADHB,2022,16880.0
Sumatera Utara,P,Jasa Pendidikan,ADHB,2023,18415.0
Sumatera Utara,P,Jasa Pendidikan,ADHB,2024,19784.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2020,8374.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2021,8499.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2022,9041.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2023,9872.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHB,2024,10659.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHB,2020,4594.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHB,2021,4686.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHB,2022,5293.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHB,2023,6079.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHB,2024,6506.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2020,136327.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2021,141601.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2022,148722.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2023,153238.0
Sumatera Utara,A,"Pertanian, Kehutanan, dan Perikanan",ADHK,2024,158953.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHK,2020,6936.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHK,2021,7069.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHK,2022,7254.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHK,2023,7510.0
Sumatera Utara,B,Pertambangan dan Penggalian,ADHK,2024,7813.0
Sumatera Utara,C,Industri Pengolahan,ADHK,2020,96548.0
Sumatera Utara,C,Industri Pengolahan,ADHK,2021,97928.0
Sumatera Utara,C,Industri Pengolahan,ADHK,2022,99869.0
Sumatera Utara,C,Industri Pengolahan,ADHK,2023,103289.0
Sumatera Utara,C,Industri Pengolahan,ADHK,2024,108089.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHK,2020,752.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHK,2021,789.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHK,2022,827.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHK,2023,845.0
Sumatera Utara,D,Pengadaan Listrik dan Gas,ADHK,2024,867.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2020,536.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2021,555.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2022,567.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2023,583.0
Sumatera Utara,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",ADHK,2024,598.0
Sumatera Utara,F,Konstruksi,ADHK,2020,66843.0
Sumatera Utara,F,Konstruksi,ADHK,2021,68300.0
Sumatera Utara,F,Konstruksi,ADHK,2022,70371.0
Sumatera Utara,F,Konstruksi,ADHK,2023,74875.0
Sumatera Utara,F,Konstruksi,ADHK,2024,79753.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2020,95120.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2021,98560.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2022,105038.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2023,111129.0
Sumatera Utara,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,ADHK,2024,116065.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHK,2020,22493.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHK,2021,21676.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHK,2022,24486.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHK,2023,27699.0
Sumatera Utara,H,Transportasi dan Pergudangan,ADHK,2024,29453.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2020,11986.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2021,11889.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2022,12752.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2023,14057.0
Sumatera Utara,I,Penyediaan Akomodasi dan Makan Minum,ADHK,2024,15741.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHK,2020,16324.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHK,2021,17386.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHK,2022,18707.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHK,2023,20168.0
Sumatera Utara,J,Informasi dan Komunikasi,ADHK,2024,21662.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHK,2020,15335.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHK,2021,16018.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHK,2022,16629.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHK,2023,17544.0
Sumatera Utara,K,Jasa Keuangan dan Asuransi,ADHK,2024,18223.0
Sumatera Utara,L,Real Estate,ADHK,2020,23150.0
Sumatera Utara,L,Real Estate,ADHK,2021,23728.0
Sumatera Utara,L,Real Estate,ADHK,2022,24803.0
Sumatera Utara,L,Real Estate,ADHK,2023,25594.0
Sumatera Utara,L,Real Estate,ADHK,2024,26977.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHK,2020,4718.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHK,2021,4711.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHK,2022,5125.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHK,2023,5467.0
Sumatera Utara,"M,N",Jasa Perusahaan,ADHK,2024,5748.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2020,17803.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2021,18174.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2022,18041.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2023,18388.0
Sumatera Utara,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",ADHK,2024,19507.0
Sumatera Utara,P,Jasa Pendidikan,ADHK,2020,11091.0
Sumatera Utara,P,Jasa Pendidikan,ADHK,2021,11430.0
Sumatera Utara,P,Jasa Pendidikan,ADHK,2022,12017.0
Sumatera Utara,P,Jasa Pendidikan,ADHK,2023,12904.0
Sumatera Utara,P,Jasa Pendidikan,ADHK,2024,13634.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2020,5079.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2021,5092.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2022,5338.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2023,5682.0
Sumatera Utara,Q,Jasa Kesehatan dan Kegiatan Sosial,ADHK,2024,5973.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHK,2020,2705.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHK,2021,2744.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHK,2022,2983.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHK,2023,3266.0
Sumatera Utara,"R,S,T,U",Jasa lainnya,ADHK,2024,3479.0
Sumatera Barat,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2020,54099.0
Sumatera Barat,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2021,54886.0
Sumatera Barat,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2022,60510.0
Sumatera Barat,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2023,65801.0
Sumatera Barat,A,"Pertanian, Kehutanan, dan Perikanan",ADHB,2024,71162.0
Sumatera Barat,B,Pertambangan dan Penggalian,ADHB,2020,10342.0
