price_basis,provinsi,year,quarter,period,sector_code,sector_name,value_billion_idr
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,L,Real Estate,461.44
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,MN,Jasa Perusahaan,29.64
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2850.23
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,P,Jasa Pendidikan,1649.88
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,PDRB,Produk Domestik Regional Bruto,20423.12
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,490.16
ADHK,Nusa Tenggara Timur,2026,Q1,2026Q1,RSTU,Jasa Lainnya,355.7
ADHK,Papua,2020,Q1,2020Q1,A,"Pertanian, Kehutanan dan Perikanan",4138.71
ADHK,Papua,2020,Q1,2020Q1,B,Pertambangan dan Penggalian,8969.62
ADHK,Papua,2020,Q1,2020Q1,C,Industri Pengolahan,724.07
ADHK,Papua,2020,Q1,2020Q1,D,Pengadaan Listrik dan Gas,14.29
ADHK,Papua,2020,Q1,2020Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",19.77
ADHK,Papua,2020,Q1,2020Q1,F,Konstruksi,4385.78
ADHK,Papua,2020,Q1,2020Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",3378.97
ADHK,Papua,2020,Q1,2020Q1,H,Transportasi dan Pergudangan,1765.51
ADHK,Papua,2020,Q1,2020Q1,I,Penyediaan Akomodasi dan Makan Minum,265.13
ADHK,Papua,2020,Q1,2020Q1,J,Informasi dan Komunikasi,1458.06
ADHK,Papua,2020,Q1,2020Q1,K,Jasa Keuangan dan Asuransi,561.01
ADHK,Papua,2020,Q1,2020Q1,L,Real Estate,969.8
ADHK,Papua,2020,Q1,2020Q1,MN,Jasa Perusahaan,453.76
ADHK,Papua,2020,Q1,2020Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3265.18
ADHK,Papua,2020,Q1,2020Q1,P,Jasa Pendidikan,814.27
ADHK,Papua,2020,Q1,2020Q1,PDRB,Produk Domestik Regional Bruto,32228.78
ADHK,Papua,2020,Q1,2020Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,616.97
ADHK,Papua,2020,Q1,2020Q1,RSTU,Jasa Lainnya,427.86
ADHK,Papua,2020,Q2,2020Q2,A,"Pertanian, Kehutanan dan Perikanan",4076.85
