price_basis,provinsi,year,quarter,period,sector_code,sector_name,value_billion_idr
ADHB,Jawa Tengah,2021,Q4,2021Q4,F,Konstruksi,41701.04
ADHB,Jawa Tengah,2021,Q4,2021Q4,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",49904.78
ADHB,Jawa Tengah,2021,Q4,2021Q4,H,Transportasi dan Pergudangan,8864.59
ADHB,Jawa Tengah,2021,Q4,2021Q4,I,Penyediaan Akomodasi dan Makan Minum,11436.47
ADHB,Jawa Tengah,2021,Q4,2021Q4,J,Informasi dan Komunikasi,15585.44
ADHB,Jawa Tengah,2021,Q4,2021Q4,K,Jasa Keuangan dan Asuransi,11056.37
ADHB,Jawa Tengah,2021,Q4,2021Q4,L,Real Estate,6127.6
ADHB,Jawa Tengah,2021,Q4,2021Q4,MN,Jasa Perusahaan,1444.44
ADHB,Jawa Tengah,2021,Q4,2021Q4,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9245.56
ADHB,Jawa Tengah,2021,Q4,2021Q4,P,Jasa Pendidikan,16685.41
ADHB,Jawa Tengah,2021,Q4,2021Q4,PDRB,Produk Domestik Regional Bruto,363998.41
ADHB,Jawa Tengah,2021,Q4,2021Q4,Q,Jasa Kesehatan dan Kegiatan Sosial,3666.05
ADHB,Jawa Tengah,2021,Q4,2021Q4,RSTU,Jasa Lainnya,5785.32
ADHB,Jawa Tengah,2022,Q1,2022Q1,A,"Pertanian, Kehutanan dan Perikanan",55143.1
ADHB,Jawa Tengah,2022,Q1,2022Q1,B,Pertambangan dan Penggalian,9356.15
ADHB,Jawa Tengah,2022,Q1,2022Q1,C,Industri Pengolahan,128643.67
ADHB,Jawa Tengah,2022,Q1,2022Q1,D,Pengadaan Listrik dan Gas,355.13
ADHB,Jawa Tengah,2022,Q1,2022Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",230.83
ADHB,Jawa Tengah,2022,Q1,2022Q1,F,Konstruksi,38197.93
ADHB,Jawa Tengah,2022,Q1,2022Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",50493.03
ADHB,Jawa Tengah,2022,Q1,2022Q1,H,Transportasi dan Pergudangan,12218.65
ADHB,Jawa Tengah,2022,Q1,2022Q1,I,Penyediaan Akomodasi dan Makan Minum,11652.57
ADHB,Jawa Tengah,2022,Q1,2022Q1,J,Informasi dan Komunikasi,15534.78
ADHB,Jawa Tengah,2022,Q1,2022Q1,K,Jasa Keuangan dan Asuransi,11435.76
ADHB,Jawa Tengah,2022,Q1,2022Q1,L,Real Estate,6224.28
ADHB,Jawa Tengah,2022,Q1,2022Q1,MN,Jasa Perusahaan,1493.36
ADHB,Jawa Tengah,2022,Q1,2022Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",8698.21
ADHB,Jawa Tengah,2022,Q1,2022Q1,P,Jasa Pendidikan,16200.35
ADHB,Jawa Tengah,2022,Q1,2022Q1,PDRB,Produk Domestik Regional Bruto,375423.9
ADHB,Jawa Tengah,2022,Q1,2022Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,3540.42
ADHB,Jawa Tengah,2022,Q1,2022Q1,RSTU,Jasa Lainnya,6005.69
ADHB,Jawa Tengah,2022,Q2,2022Q2,A,"Pertanian, Kehutanan dan Perikanan",52094.43
ADHB,Jawa Tengah,2022,Q2,2022Q2,B,Pertambangan dan Penggalian,9303.97
ADHB,Jawa Tengah,2022,Q2,2022Q2,C,Industri Pengolahan,131311.38
ADHB,Jawa Tengah,2022,Q2,2022Q2,D,Pengadaan Listrik dan Gas,364.68
ADHB,Jawa Tengah,2022,Q2,2022Q2,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",233.08
ADHB,Jawa Tengah,2022,Q2,2022Q2,F,Konstruksi,39450.17
ADHB,Jawa Tengah,2022,Q2,2022Q2,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",52306.32
ADHB,Jawa Tengah,2022,Q2,2022Q2,H,Transportasi dan Pergudangan,15517.01
ADHB,Jawa Tengah,2022,Q2,2022Q2,I,Penyediaan Akomodasi dan Makan Minum,12820.69
ADHB,Jawa Tengah,2022,Q2,2022Q2,J,Informasi dan Komunikasi,15553.51
ADHB,Jawa Tengah,2022,Q2,2022Q2,K,Jasa Keuangan dan Asuransi,11761.81
ADHB,Jawa Tengah,2022,Q2,2022Q2,L,Real Estate,6319.58
ADHB,Jawa Tengah,2022,Q2,2022Q2,MN,Jasa Perusahaan,1557.92
ADHB,Jawa Tengah,2022,Q2,2022Q2,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9559.49
ADHB,Jawa Tengah,2022,Q2,2022Q2,P,Jasa Pendidikan,16427.86
ADHB,Jawa Tengah,2022,Q2,2022Q2,PDRB,Produk Domestik Regional Bruto,384387.37
ADHB,Jawa Tengah,2022,Q2,2022Q2,Q,Jasa Kesehatan dan Kegiatan Sosial,3540.49
ADHB,Jawa Tengah,2022,Q2,2022Q2,RSTU,Jasa Lainnya,6264.96
ADHB,Jawa Tengah,2022,Q3,2022Q3,A,"Pertanian, Kehutanan dan Perikanan",54610.71
ADHB,Jawa Tengah,2022,Q3,2022Q3,B,Pertambangan dan Penggalian,9582.03
ADHB,Jawa Tengah,2022,Q3,2022Q3,C,Industri Pengolahan,132238.36
ADHB,Jawa Tengah,2022,Q3,2022Q3,D,Pengadaan Listrik dan Gas,370.23
ADHB,Jawa Tengah,2022,Q3,2022Q3,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",228.11
ADHB,Jawa Tengah,2022,Q3,2022Q3,F,Konstruksi,46055.94
ADHB,Jawa Tengah,2022,Q3,2022Q3,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",53932.22
ADHB,Jawa Tengah,2022,Q3,2022Q3,H,Transportasi dan Pergudangan,15288.1
ADHB,Jawa Tengah,2022,Q3,2022Q3,I,Penyediaan Akomodasi dan Makan Minum,13184.11
ADHB,Jawa Tengah,2022,Q3,2022Q3,J,Informasi dan Komunikasi,15624.07
ADHB,Jawa Tengah,2022,Q3,2022Q3,K,Jasa Keuangan dan Asuransi,11907.54
ADHB,Jawa Tengah,2022,Q3,2022Q3,L,Real Estate,6413.08
ADHB,Jawa Tengah,2022,Q3,2022Q3,MN,Jasa Perusahaan,1594.56
ADHB,Jawa Tengah,2022,Q3,2022Q3,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9136.3
ADHB,Jawa Tengah,2022,Q3,2022Q3,P,Jasa Pendidikan,16388.41
ADHB,Jawa Tengah,2022,Q3,2022Q3,PDRB,Produk Domestik Regional Bruto,396053.63
ADHB,Jawa Tengah,2022,Q3,2022Q3,Q,Jasa Kesehatan dan Kegiatan Sosial,3562.9
ADHB,Jawa Tengah,2022,Q3,2022Q3,RSTU,Jasa Lainnya,5936.97
ADHB,Jawa Tengah,2022,Q4,2022Q4,A,"Pertanian, Kehutanan dan Perikanan",49642.3
ADHB,Jawa Tengah,2022,Q4,2022Q4,B,Pertambangan dan Penggalian,9481.77
ADHB,Jawa Tengah,2022,Q4,2022Q4,C,Industri Pengolahan,136988.4
ADHB,Jawa Tengah,2022,Q4,2022Q4,D,Pengadaan Listrik dan Gas,347.97
ADHB,Jawa Tengah,2022,Q4,2022Q4,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",246.26
ADHB,Jawa Tengah,2022,Q4,2022Q4,F,Konstruksi,48495.77
ADHB,Jawa Tengah,2022,Q4,2022Q4,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",55476.45
ADHB,Jawa Tengah,2022,Q4,2022Q4,H,Transportasi dan Pergudangan,16232.98
ADHB,Jawa Tengah,2022,Q4,2022Q4,I,Penyediaan Akomodasi dan Makan Minum,13658.95
ADHB,Jawa Tengah,2022,Q4,2022Q4,J,Informasi dan Komunikasi,15880.88
ADHB,Jawa Tengah,2022,Q4,2022Q4,K,Jasa Keuangan dan Asuransi,11815.49
ADHB,Jawa Tengah,2022,Q4,2022Q4,L,Real Estate,6463.85
ADHB,Jawa Tengah,2022,Q4,2022Q4,MN,Jasa Perusahaan,1613.86
ADHB,Jawa Tengah,2022,Q4,2022Q4,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10027.34
ADHB,Jawa Tengah,2022,Q4,2022Q4,P,Jasa Pendidikan,16968.91
ADHB,Jawa Tengah,2022,Q4,2022Q4,PDRB,Produk Domestik Regional Bruto,403275.47
ADHB,Jawa Tengah,2022,Q4,2022Q4,Q,Jasa Kesehatan dan Kegiatan Sosial,3728.5
ADHB,Jawa Tengah,2022,Q4,2022Q4,RSTU,Jasa Lainnya,6205.78
ADHB,Jawa Tengah,2023,Q1,2023Q1,A,"Pertanian, Kehutanan dan Perikanan",59897.58
ADHB,Jawa Tengah,2023,Q1,2023Q1,B,Pertambangan dan Penggalian,9163.73
ADHB,Jawa Tengah,2023,Q1,2023Q1,C,Industri Pengolahan,140791.23
ADHB,Jawa Tengah,2023,Q1,2023Q1,D,Pengadaan Listrik dan Gas,345.31
ADHB,Jawa Tengah,2023,Q1,2023Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",243.35
ADHB,Jawa Tengah,2023,Q1,2023Q1,F,Konstruksi,43519.81
ADHB,Jawa Tengah,2023,Q1,2023Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",56380.32
ADHB,Jawa Tengah,2023,Q1,2023Q1,H,Transportasi dan Pergudangan,16106.11
ADHB,Jawa Tengah,2023,Q1,2023Q1,I,Penyediaan Akomodasi dan Makan Minum,13848.36
ADHB,Jawa Tengah,2023,Q1,2023Q1,J,Informasi dan Komunikasi,16354.13
ADHB,Jawa Tengah,2023,Q1,2023Q1,K,Jasa Keuangan dan Asuransi,12425.64
ADHB,Jawa Tengah,2023,Q1,2023Q1,L,Real Estate,6672.3
ADHB,Jawa Tengah,2023,Q1,2023Q1,MN,Jasa Perusahaan,1659.36
ADHB,Jawa Tengah,2023,Q1,2023Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9713.38
ADHB,Jawa Tengah,2023,Q1,2023Q1,P,Jasa Pendidikan,16952.29
ADHB,Jawa Tengah,2023,Q1,2023Q1,PDRB,Produk Domestik Regional Bruto,414142.18
ADHB,Jawa Tengah,2023,Q1,2023Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,3763.61
ADHB,Jawa Tengah,2023,Q1,2023Q1,RSTU,Jasa Lainnya,6305.67
ADHB,Jawa Tengah,2023,Q2,2023Q2,A,"Pertanian, Kehutanan dan Perikanan",56331.09
ADHB,Jawa Tengah,2023,Q2,2023Q2,B,Pertambangan dan Penggalian,9352.0
ADHB,Jawa Tengah,2023,Q2,2023Q2,C,Industri Pengolahan,142320.24
ADHB,Jawa Tengah,2023,Q2,2023Q2,D,Pengadaan Listrik dan Gas,396.86
ADHB,Jawa Tengah,2023,Q2,2023Q2,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",246.05
ADHB,Jawa Tengah,2023,Q2,2023Q2,F,Konstruksi,44748.44
ADHB,Jawa Tengah,2023,Q2,2023Q2,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",57486.4
ADHB,Jawa Tengah,2023,Q2,2023Q2,H,Transportasi dan Pergudangan,18254.01
ADHB,Jawa Tengah,2023,Q2,2023Q2,I,Penyediaan Akomodasi dan Makan Minum,14283.14
ADHB,Jawa Tengah,2023,Q2,2023Q2,J,Informasi dan Komunikasi,17097.97
ADHB,Jawa Tengah,2023,Q2,2023Q2,K,Jasa Keuangan dan Asuransi,12147.17
ADHB,Jawa Tengah,2023,Q2,2023Q2,L,Real Estate,6892.27
ADHB,Jawa Tengah,2023,Q2,2023Q2,MN,Jasa Perusahaan,1722.22
ADHB,Jawa Tengah,2023,Q2,2023Q2,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10964.27
ADHB,Jawa Tengah,2023,Q2,2023Q2,P,Jasa Pendidikan,17414.2
ADHB,Jawa Tengah,2023,Q2,2023Q2,PDRB,Produk Domestik Regional Bruto,420508.09
ADHB,Jawa Tengah,2023,Q2,2023Q2,Q,Jasa Kesehatan dan Kegiatan Sosial,3864.06
ADHB,Jawa Tengah,2023,Q2,2023Q2,RSTU,Jasa Lainnya,6987.7
ADHB,Jawa Tengah,2023,Q3,2023Q3,A,"Pertanian, Kehutanan dan Perikanan",58274.26
ADHB,Jawa Tengah,2023,Q3,2023Q3,B,Pertambangan dan Penggalian,9804.17
ADHB,Jawa Tengah,2023,Q3,2023Q3,C,Industri Pengolahan,144340.53
ADHB,Jawa Tengah,2023,Q3,2023Q3,D,Pengadaan Listrik dan Gas,405.55
ADHB,Jawa Tengah,2023,Q3,2023Q3,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",246.91
ADHB,Jawa Tengah,2023,Q3,2023Q3,F,Konstruksi,48916.62
ADHB,Jawa Tengah,2023,Q3,2023Q3,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",57922.3
ADHB,Jawa Tengah,2023,Q3,2023Q3,H,Transportasi dan Pergudangan,17089.29
ADHB,Jawa Tengah,2023,Q3,2023Q3,I,Penyediaan Akomodasi dan Makan Minum,14577.87
ADHB,Jawa Tengah,2023,Q3,2023Q3,J,Informasi dan Komunikasi,17624.49
ADHB,Jawa Tengah,2023,Q3,2023Q3,K,Jasa Keuangan dan Asuransi,12554.89
ADHB,Jawa Tengah,2023,Q3,2023Q3,L,Real Estate,6936.16
ADHB,Jawa Tengah,2023,Q3,2023Q3,MN,Jasa Perusahaan,1763.88
ADHB,Jawa Tengah,2023,Q3,2023Q3,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",9200.77
ADHB,Jawa Tengah,2023,Q3,2023Q3,P,Jasa Pendidikan,17738.53
ADHB,Jawa Tengah,2023,Q3,2023Q3,PDRB,Produk Domestik Regional Bruto,427962.2
ADHB,Jawa Tengah,2023,Q3,2023Q3,Q,Jasa Kesehatan dan Kegiatan Sosial,3929.04
ADHB,Jawa Tengah,2023,Q3,2023Q3,RSTU,Jasa Lainnya,6636.93
ADHB,Jawa Tengah,2023,Q4,2023Q4,A,"Pertanian, Kehutanan dan Perikanan",49788.48
ADHB,Jawa Tengah,2023,Q4,2023Q4,B,Pertambangan dan Penggalian,9783.03
ADHB,Jawa Tengah,2023,Q4,2023Q4,C,Industri Pengolahan,148756.64
ADHB,Jawa Tengah,2023,Q4,2023Q4,D,Pengadaan Listrik dan Gas,409.13
ADHB,Jawa Tengah,2023,Q4,2023Q4,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",249.48
ADHB,Jawa Tengah,2023,Q4,2023Q4,F,Konstruksi,53199.48
ADHB,Jawa Tengah,2023,Q4,2023Q4,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",58934.24
ADHB,Jawa Tengah,2023,Q4,2023Q4,H,Transportasi dan Pergudangan,18089.25
ADHB,Jawa Tengah,2023,Q4,2023Q4,I,Penyediaan Akomodasi dan Makan Minum,15047.77
ADHB,Jawa Tengah,2023,Q4,2023Q4,J,Informasi dan Komunikasi,18343.98
ADHB,Jawa Tengah,2023,Q4,2023Q4,K,Jasa Keuangan dan Asuransi,11837.5
ADHB,Jawa Tengah,2023,Q4,2023Q4,L,Real Estate,6955.07
ADHB,Jawa Tengah,2023,Q4,2023Q4,MN,Jasa Perusahaan,1830.14
ADHB,Jawa Tengah,2023,Q4,2023Q4,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10076.58
ADHB,Jawa Tengah,2023,Q4,2023Q4,P,Jasa Pendidikan,18445.26
ADHB,Jawa Tengah,2023,Q4,2023Q4,PDRB,Produk Domestik Regional Bruto,432815.45
ADHB,Jawa Tengah,2023,Q4,2023Q4,Q,Jasa Kesehatan dan Kegiatan Sosial,3977.04
ADHB,Jawa Tengah,2023,Q4,2023Q4,RSTU,Jasa Lainnya,7092.38
ADHB,Jawa Tengah,2024,Q1,2024Q1,A,"Pertanian, Kehutanan dan Perikanan",57395.7
ADHB,Jawa Tengah,2024,Q1,2024Q1,B,Pertambangan dan Penggalian,9613.21
ADHB,Jawa Tengah,2024,Q1,2024Q1,C,Industri Pengolahan,155160.96
ADHB,Jawa Tengah,2024,Q1,2024Q1,D,Pengadaan Listrik dan Gas,387.31
ADHB,Jawa Tengah,2024,Q1,2024Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",256.47
ADHB,Jawa Tengah,2024,Q1,2024Q1,F,Konstruksi,47599.75
ADHB,Jawa Tengah,2024,Q1,2024Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",60186.02
ADHB,Jawa Tengah,2024,Q1,2024Q1,H,Transportasi dan Pergudangan,16960.21
ADHB,Jawa Tengah,2024,Q1,2024Q1,I,Penyediaan Akomodasi dan Makan Minum,15652.43
ADHB,Jawa Tengah,2024,Q1,2024Q1,J,Informasi dan Komunikasi,18551.67
ADHB,Jawa Tengah,2024,Q1,2024Q1,K,Jasa Keuangan dan Asuransi,12899.17
ADHB,Jawa Tengah,2024,Q1,2024Q1,L,Real Estate,7092.61
ADHB,Jawa Tengah,2024,Q1,2024Q1,MN,Jasa Perusahaan,1902.93
ADHB,Jawa Tengah,2024,Q1,2024Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",11021.8
ADHB,Jawa Tengah,2024,Q1,2024Q1,P,Jasa Pendidikan,18863.6
ADHB,Jawa Tengah,2024,Q1,2024Q1,PDRB,Produk Domestik Regional Bruto,444655.15
ADHB,Jawa Tengah,2024,Q1,2024Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,4076.53
ADHB,Jawa Tengah,2024,Q1,2024Q1,RSTU,Jasa Lainnya,7034.79
ADHB,Jawa Tengah,2024,Q2,2024Q2,A,"Pertanian, Kehutanan dan Perikanan",63466.63
ADHB,Jawa Tengah,2024,Q2,2024Q2,B,Pertambangan dan Penggalian,9737.53
ADHB,Jawa Tengah,2024,Q2,2024Q2,C,Industri Pengolahan,151665.31
ADHB,Jawa Tengah,2024,Q2,2024Q2,D,Pengadaan Listrik dan Gas,421.28
ADHB,Jawa Tengah,2024,Q2,2024Q2,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",266.16
ADHB,Jawa Tengah,2024,Q2,2024Q2,F,Konstruksi,48846.57
ADHB,Jawa Tengah,2024,Q2,2024Q2,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",60960.79
ADHB,Jawa Tengah,2024,Q2,2024Q2,H,Transportasi dan Pergudangan,19146.44
ADHB,Jawa Tengah,2024,Q2,2024Q2,I,Penyediaan Akomodasi dan Makan Minum,16169.16
ADHB,Jawa Tengah,2024,Q2,2024Q2,J,Informasi dan Komunikasi,18747.67
ADHB,Jawa Tengah,2024,Q2,2024Q2,K,Jasa Keuangan dan Asuransi,12636.83
ADHB,Jawa Tengah,2024,Q2,2024Q2,L,Real Estate,7188.54
ADHB,Jawa Tengah,2024,Q2,2024Q2,MN,Jasa Perusahaan,1944.89
ADHB,Jawa Tengah,2024,Q2,2024Q2,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",11655.8
ADHB,Jawa Tengah,2024,Q2,2024Q2,P,Jasa Pendidikan,19145.18
ADHB,Jawa Tengah,2024,Q2,2024Q2,PDRB,Produk Domestik Regional Bruto,453379.35
ADHB,Jawa Tengah,2024,Q2,2024Q2,Q,Jasa Kesehatan dan Kegiatan Sosial,4218.6
ADHB,Jawa Tengah,2024,Q2,2024Q2,RSTU,Jasa Lainnya,7161.96
ADHB,Jawa Tengah,2024,Q3,2024Q3,A,"Pertanian, Kehutanan dan Perikanan",62398.93
ADHB,Jawa Tengah,2024,Q3,2024Q3,B,Pertambangan dan Penggalian,10077.66
ADHB,Jawa Tengah,2024,Q3,2024Q3,C,Industri Pengolahan,152708.38
ADHB,Jawa Tengah,2024,Q3,2024Q3,D,Pengadaan Listrik dan Gas,433.73
ADHB,Jawa Tengah,2024,Q3,2024Q3,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",269.27
ADHB,Jawa Tengah,2024,Q3,2024Q3,F,Konstruksi,53677.23
ADHB,Jawa Tengah,2024,Q3,2024Q3,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",61458.68
ADHB,Jawa Tengah,2024,Q3,2024Q3,H,Transportasi dan Pergudangan,18739.95
ADHB,Jawa Tengah,2024,Q3,2024Q3,I,Penyediaan Akomodasi dan Makan Minum,16114.53
ADHB,Jawa Tengah,2024,Q3,2024Q3,J,Informasi dan Komunikasi,19143.33
ADHB,Jawa Tengah,2024,Q3,2024Q3,K,Jasa Keuangan dan Asuransi,13030.02
ADHB,Jawa Tengah,2024,Q3,2024Q3,L,Real Estate,7341.71
ADHB,Jawa Tengah,2024,Q3,2024Q3,MN,Jasa Perusahaan,1950.59
ADHB,Jawa Tengah,2024,Q3,2024Q3,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10471.68
ADHB,Jawa Tengah,2024,Q3,2024Q3,P,Jasa Pendidikan,19565.95
ADHB,Jawa Tengah,2024,Q3,2024Q3,PDRB,Produk Domestik Regional Bruto,458990.0
ADHB,Jawa Tengah,2024,Q3,2024Q3,Q,Jasa Kesehatan dan Kegiatan Sosial,4250.48
ADHB,Jawa Tengah,2024,Q3,2024Q3,RSTU,Jasa Lainnya,7357.89
ADHB,Jawa Tengah,2024,Q4,2024Q4,A,"Pertanian, Kehutanan dan Perikanan",54087.6
ADHB,Jawa Tengah,2024,Q4,2024Q4,B,Pertambangan dan Penggalian,9783.4
ADHB,Jawa Tengah,2024,Q4,2024Q4,C,Industri Pengolahan,155124.33
ADHB,Jawa Tengah,2024,Q4,2024Q4,D,Pengadaan Listrik dan Gas,433.52
ADHB,Jawa Tengah,2024,Q4,2024Q4,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",274.45
ADHB,Jawa Tengah,2024,Q4,2024Q4,F,Konstruksi,56915.78
ADHB,Jawa Tengah,2024,Q4,2024Q4,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",62534.97
ADHB,Jawa Tengah,2024,Q4,2024Q4,H,Transportasi dan Pergudangan,19597.34
ADHB,Jawa Tengah,2024,Q4,2024Q4,I,Penyediaan Akomodasi dan Makan Minum,16795.21
ADHB,Jawa Tengah,2024,Q4,2024Q4,J,Informasi dan Komunikasi,19995.69
ADHB,Jawa Tengah,2024,Q4,2024Q4,K,Jasa Keuangan dan Asuransi,11994.07
ADHB,Jawa Tengah,2024,Q4,2024Q4,L,Real Estate,7531.03
ADHB,Jawa Tengah,2024,Q4,2024Q4,MN,Jasa Perusahaan,1985.36
ADHB,Jawa Tengah,2024,Q4,2024Q4,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",10810.43
ADHB,Jawa Tengah,2024,Q4,2024Q4,P,Jasa Pendidikan,20403.83
ADHB,Jawa Tengah,2024,Q4,2024Q4,PDRB,Produk Domestik Regional Bruto,460686.31
ADHB,Jawa Tengah,2024,Q4,2024Q4,Q,Jasa Kesehatan dan Kegiatan Sosial,4387.37
ADHB,Jawa Tengah,2024,Q4,2024Q4,RSTU,Jasa Lainnya,8031.94
ADHB,Jawa Tengah,2025,Q1,2025Q1,A,"Pertanian, Kehutanan dan Perikanan",67065.64
ADHB,Jawa Tengah,2025,Q1,2025Q1,B,Pertambangan dan Penggalian,9493.73
ADHB,Jawa Tengah,2025,Q1,2025Q1,C,Industri Pengolahan,158846.16
ADHB,Jawa Tengah,2025,Q1,2025Q1,D,Pengadaan Listrik dan Gas,435.18
ADHB,Jawa Tengah,2025,Q1,2025Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",274.47
ADHB,Jawa Tengah,2025,Q1,2025Q1,F,Konstruksi,49629.12
ADHB,Jawa Tengah,2025,Q1,2025Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",63194.41
ADHB,Jawa Tengah,2025,Q1,2025Q1,H,Transportasi dan Pergudangan,18971.02
ADHB,Jawa Tengah,2025,Q1,2025Q1,I,Penyediaan Akomodasi dan Makan Minum,17177.07
ADHB,Jawa Tengah,2025,Q1,2025Q1,J,Informasi dan Komunikasi,20559.62
ADHB,Jawa Tengah,2025,Q1,2025Q1,K,Jasa Keuangan dan Asuransi,13117.96
ADHB,Jawa Tengah,2025,Q1,2025Q1,L,Real Estate,7533.25
ADHB,Jawa Tengah,2025,Q1,2025Q1,MN,Jasa Perusahaan,2076.3
ADHB,Jawa Tengah,2025,Q1,2025Q1,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",11467.07
ADHB,Jawa Tengah,2025,Q1,2025Q1,P,Jasa Pendidikan,20648.79
ADHB,Jawa Tengah,2025,Q1,2025Q1,PDRB,Produk Domestik Regional Bruto,472760.85
ADHB,Jawa Tengah,2025,Q1,2025Q1,Q,Jasa Kesehatan dan Kegiatan Sosial,4421.42
ADHB,Jawa Tengah,2025,Q1,2025Q1,RSTU,Jasa Lainnya,7849.62
ADHB,Jawa Tengah,2025,Q2,2025Q2,A,"Pertanian, Kehutanan dan Perikanan",65246.82
ADHB,Jawa Tengah,2025,Q2,2025Q2,B,Pertambangan dan Penggalian,9974.75
ADHB,Jawa Tengah,2025,Q2,2025Q2,C,Industri Pengolahan,160870.24
ADHB,Jawa Tengah,2025,Q2,2025Q2,D,Pengadaan Listrik dan Gas,412.51
ADHB,Jawa Tengah,2025,Q2,2025Q2,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",281.93
ADHB,Jawa Tengah,2025,Q2,2025Q2,F,Konstruksi,53568.95
ADHB,Jawa Tengah,2025,Q2,2025Q2,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",65189.85
ADHB,Jawa Tengah,2025,Q2,2025Q2,H,Transportasi dan Pergudangan,20664.97
ADHB,Jawa Tengah,2025,Q2,2025Q2,I,Penyediaan Akomodasi dan Makan Minum,17920.75
ADHB,Jawa Tengah,2025,Q2,2025Q2,J,Informasi dan Komunikasi,20611.04
ADHB,Jawa Tengah,2025,Q2,2025Q2,K,Jasa Keuangan dan Asuransi,13495.8
ADHB,Jawa Tengah,2025,Q2,2025Q2,L,Real Estate,7689.18
ADHB,Jawa Tengah,2025,Q2,2025Q2,MN,Jasa Perusahaan,2139.53
ADHB,Jawa Tengah,2025,Q2,2025Q2,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",11704.68
ADHB,Jawa Tengah,2025,Q2,2025Q2,P,Jasa Pendidikan,20909.17
ADHB,Jawa Tengah,2025,Q2,2025Q2,PDRB,Produk Domestik Regional Bruto,483357.17
ADHB,Jawa Tengah,2025,Q2,2025Q2,Q,Jasa Kesehatan dan Kegiatan Sosial,4510.21
ADHB,Jawa Tengah,2025,Q2,2025Q2,RSTU,Jasa Lainnya,8166.79
ADHB,Jawa Tengah,2025,Q3,2025Q3,A,"Pertanian, Kehutanan dan Perikanan",63460.55
ADHB,Jawa Tengah,2025,Q3,2025Q3,B,Pertambangan dan Penggalian,10612.76
ADHB,Jawa Tengah,2025,Q3,2025Q3,C,Industri Pengolahan,163716.5
